,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
739,740,Crabominable,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60.0,70.0,167.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
740,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
741,742,Cutiefly,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190.0,70.0,61.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
742,743,Ribombee,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75.0,70.0,162.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
743,744,Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
744,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60.0,70.0,61.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
746,747,Mareanie,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190.0,70.0,61.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
747,748,Toxapex,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75.0,70.0,173.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
748,749,Mudbray,7,Normal,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190.0,70.0,77.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
749,750,Mudsdale,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
750,751,Dewpider,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200.0,70.0,54.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
751,752,Araquanid,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100.0,70.0,159.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
752,753,Fomantis,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190.0,70.0,50.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
753,754,Lurantis,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75.0,70.0,168.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
754,755,Morelull,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190.0,70.0,57.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
755,756,Shiinotic,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75.0,70.0,142.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
756,757,Salandit,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120.0,70.0,64.0,Medium Fast,2,Dragon,Monster,87.5,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
757,758,Salazzle,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45.0,70.0,168.0,Medium Fast,2,Dragon,Monster,0.0,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
758,759,Stufful,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140.0,70.0,68.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
759,760,Bewear,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70.0,70.0,175.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
760,761,Bounsweet,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235.0,70.0,42.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
761,762,Steenee,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120.0,70.0,102.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
762,763,Tsareena,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45.0,70.0,230.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
763,764,Comfey,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60.0,70.0,170.0,Fast,1,Grass,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
764,765,Oranguru,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
765,766,Passimian,7,Normal,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
766,767,Wimpod,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230,25,35,40,20,30,80,90.0,70.0,46.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
767,768,Golisopod,7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530,75,125,140,60,90,40,45.0,70.0,186.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
768,769,Sandygast,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140.0,70.0,64.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
769,770,Palossand,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60.0,70.0,168.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
770,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60.0,70.0,144.0,Fast,1,Water 1,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
773,774,Minior Meteor Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440,60,60,100,60,100,60,30.0,70.0,154.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,775,Komala,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45.0,70.0,168.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
775,776,Turtonator,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485,60,78,135,91,85,36,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
776,777,Togedemaru,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180.0,70.0,152.0,Medium Fast,2,Fairy,Field,50.0,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
777,778,Mimikyu,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45.0,70.0,167.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
778,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80.0,70.0,166.0,Medium Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
779,780,Drampa,7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
780,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517,70,131,100,86,90,40,25.0,70.0,181.0,Medium Fast,1,Mineral,,,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
781,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45.0,70.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
782,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45.0,70.0,147.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
783,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45.0,70.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
809,810,Grookey,8,Normal,Chimp Pokémon,1,Grass,,0.3,5.0,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,45.0,,,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
810,811,Thwackey,8,Normal,Beat Pokémon,1,Grass,,0.7,14.0,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,45.0,,,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
811,812,Rillaboom,8,Normal,Drummer Pokémon,1,Grass,,2.1,90.0,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,45.0,,,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
812,813,Scorbunny,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,45.0,,,Medium Slow,2,Field,Human-Like,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
813,814,Raboot,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9.0,2,Blaze,,Libero,420,65,86,60,55,60,94,45.0,,,Medium Slow,2,Field,Human-Like,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
814,815,Cinderace,8,Normal,Striker Pokémon,1,Fire,,1.4,33.0,2,Blaze,,Libero,530,80,116,75,65,75,119,45.0,,,Medium Slow,2,Field,Human-Like,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
815,816,Sobble,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4.0,2,Torrent,,Sniper,310,50,40,40,70,40,70,45.0,,,Medium Slow,2,Field,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
816,817,Drizzile,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,45.0,,,Medium Slow,2,Field,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
817,818,Inteleon,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,45.0,,,Medium Slow,2,Field,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
818,819,Skwovet,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,255.0,,,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
819,820,Greedent,8,Normal,Greedy Pokémon,1,Normal,,0.6,6.0,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,90.0,,,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
820,821,Rookidee,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,255.0,,,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
821,822,Corvisquire,8,Normal,Raven Pokémon,1,Flying,,0.8,16.0,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,120.0,,,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
822,823,Corviknight,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75.0,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,45.0,,,Medium Slow,1,Flying,,50.0,15.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
823,824,Blipbug,8,Normal,Larva Pokémon,1,Bug,,0.4,8.0,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,255.0,,,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
824,825,Dottler,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,120.0,,,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
825,826,Orbeetle,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,45.0,,,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
826,827,Nickit,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,255.0,,,Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
827,828,Thievul,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,127.0,,,Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
828,829,Gossifleur,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,190.0,,,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
829,830,Eldegoss,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,75.0,,,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
830,831,Wooloo,8,Normal,Sheep Pokémon,1,Normal,,0.6,6.0,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,255.0,,,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
831,832,Dubwool,8,Normal,Sheep Pokémon,1,Normal,,1.3,43.0,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,127.0,,,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
832,833,Chewtle,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,255.0,,,Medium Fast,2,Monster,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
833,834,Drednaw,8,Normal,Bite Pokémon,2,Water,Rock,1.0,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,75.0,,,Medium Fast,2,Monster,Water 1,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
834,835,Yamper,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,255.0,,,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
835,836,Boltund,8,Normal,Dog Pokémon,1,Electric,,1.0,34.0,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,45.0,,,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
836,837,Rolycoly,8,Normal,Coal Pokémon,1,Rock,,0.3,12.0,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,255.0,,,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
837,838,Carkol,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78.0,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,120.0,,,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
838,839,Coalossal,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,45.0,,,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
839,840,Applin,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,255.0,,,Erratic,2,Dragon,Grass,50.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
840,841,Flapple,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1.0,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,45.0,,,Erratic,2,Dragon,Grass,50.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
841,842,Appletun,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13.0,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,45.0,,,Erratic,2,Dragon,Grass,50.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
